2024年4月
編號,地震時間,經度,緯度,規模,深度,位置
小區域有感地震,2024-04-04 17:09:51,121.695,23.9193,3.7,25.1,花蓮縣政府東南方  11.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 16:41:28,121.568,23.8288,4,25.2,花蓮縣政府南南西方  18.7  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024-04-04 16:06:06,121.695,24.1248,3.5,14.1,花蓮縣政府北北東方  16.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 15:59:56,121.761,24.229,3.4,15.6,花蓮縣政府北北東方  30.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 15:52:20,121.671,24.0535,4.2,26.4,花蓮縣政府東北方  8.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 15:51:00,121.818,24.1692,3.4,19.9,花蓮縣政府東北方  28.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 15:43:30,121.583,24.0028,3.5,22.7,花蓮縣政府西北西方  4.0  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2024-04-04 15:32:21,121.679,24.239,3.3,14.1,花蓮縣政府北北東方  28.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-04-04 15:27:17,121.763,24.2328,4,16,花蓮縣政府北北東方  30.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 15:17:17,121.619,23.8167,4.3,36.3,花蓮縣政府南方  19.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 15:17:07,121.757,24.2493,3.6,18.7,花蓮縣政府北北東方  31.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 15:14:24,121.667,24.199,3.7,15.5,花蓮縣政府北北東方  23.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 15:06:33,121.627,24.0665,3.6,25.3,花蓮縣政府北方  8.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 14:57:07,121.682,23.9672,3.8,39.5,花蓮縣政府東南東方  6.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 14:56:03,121.768,24.2283,3.3,15.8,花蓮縣政府北北東方  30.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 14:52:44,121.679,24.1873,3.5,30.2,花蓮縣政府北北東方  22.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 14:51:03,121.805,24.1612,3.3,21.5,花蓮縣政府東北方  26.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 14:44:55,121.826,24.1583,4.4,20.3,花蓮縣政府東北方  28.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 14:44:23,121.713,24.1547,3.3,13.9,花蓮縣政府北北東方  20.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 14:34:45,121.763,24.2318,3.9,15.5,花蓮縣政府北北東方  30.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 14:33:55,121.77,24.225,3.6,16,花蓮縣政府北北東方  30.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 14:18:23,121.669,24.0293,4,30.8,花蓮縣政府東北方  6.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 14:11:37,121.734,24.0512,3.5,27.7,花蓮縣政府東北東方  13.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 14:00:52,121.63,24.113,3.1,11.5,花蓮縣政府北方  13.6  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2024-04-04 13:53:47,120.215,23.3675,3.2,8.5,嘉義縣政府西南方  12.9  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
小區域有感地震,2024-04-04 13:52:18,121.754,24.236,3.6,13.9,花蓮縣政府北北東方  30.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 13:21:05,121.727,24.1192,3.4,6.9,花蓮縣政府東北方  17.9  公里 (位於花蓮縣近海)(花蓮縣近海)
124   ,2024-04-04 13:16:56,121.772,24.1835,4.4,20.6,花蓮縣政府東北方  26.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 13:08:11,121.662,23.9823,4.2,38,花蓮縣政府東南東方  4.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 13:02:15,121.701,24.2762,3,14.7,花蓮縣政府北北東方  32.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-04-04 13:01:43,121.597,24.032,3.5,27.9,花蓮縣政府北北西方  5.1  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
123   ,2024-04-04 13:00:30,121.747,24.1992,4.8,13,花蓮縣政府北北東方  26.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 12:56:43,121.51,23.7812,3.7,8.5,花蓮縣政府南南西方  25.8  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024-04-04 12:43:33,121.802,24.2243,3.8,5.7,花蓮縣政府東北方  31.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 12:16:45,121.552,23.7782,3.8,20.1,花蓮縣政府南南西方  24.6  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
122   ,2024-04-04 12:11:47,121.735,24.1728,4.1,15.5,花蓮縣政府北北東方  23.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 12:11:12,121.71,24.2308,3.3,9.9,花蓮縣政府北北東方  28.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 11:53:00,121.716,24.1753,3.8,16,花蓮縣政府北北東方  22.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 11:44:16,121.58,23.9222,3.6,10.7,花蓮縣政府南南西方  8.6  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
小區域有感地震,2024-04-04 11:35:53,121.694,24.2415,3.5,15.1,花蓮縣政府北北東方  28.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-04-04 11:32:03,121.725,24.1622,3.4,13.6,花蓮縣政府北北東方  21.7  公里 (位於花蓮縣近海)(花蓮縣近海)
121   ,2024-04-04 11:31:23,121.716,24.1677,4,16,花蓮縣政府北北東方  21.9  公里 (位於花蓮縣近海)(花蓮縣近海)
120   ,2024-04-04 11:14:30,121.684,24.0262,4.4,39,花蓮縣政府東北東方  7.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 11:11:10,121.709,24.1927,3.7,12.7,花蓮縣政府北北東方  24.1  公里 (位於花蓮縣近海)(花蓮縣近海)
119   ,2024-04-04 11:10:11,121.721,24.2,4,12.5,花蓮縣政府北北東方  25.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 11:09:54,121.705,24.198,3.1,13.4,花蓮縣政府北北東方  24.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 10:49:28,121.628,23.9638,3.5,25.6,花蓮縣政府南南東方  3.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 10:43:53,121.719,24.1747,3.9,16.7,花蓮縣政府北北東方  22.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 10:34:20,121.734,24.0368,3.4,31.3,花蓮縣政府東北東方  12.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 10:33:16,121.696,24.1628,3.5,15.5,花蓮縣政府北北東方  20.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 10:17:36,121.754,24.0178,4.1,23.6,花蓮縣政府東北東方  13.9  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 10:16:21,121.688,24.117,3.7,17.3,花蓮縣政府北北東方  15.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 10:14:49,120.209,23.3713,3.5,8.5,嘉義縣政府西南方  12.9  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
小區域有感地震,2024-04-04 10:08:17,121.718,24.1802,3.7,15.9,花蓮縣政府北北東方  23.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 10:05:12,121.654,24.017,4,40.5,花蓮縣政府東北方  4.5  公里 (位於花蓮縣近海)(花蓮縣近海)
118   ,2024-04-04 10:04:21,121.719,24.1845,4,12.8,花蓮縣政府北北東方  23.7  公里 (位於花蓮縣近海)(花蓮縣近海)
117   ,2024-04-04 10:02:46,121.708,24.1738,4.8,15.5,花蓮縣政府北北東方  22.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 10:01:20,121.697,24.1758,3.7,16.6,花蓮縣政府北北東方  21.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 09:55:29,121.729,24.1113,3.3,14.2,花蓮縣政府東北方  17.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 09:52:34,121.669,24.2375,3.3,11.9,花蓮縣政府北北東方  27.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-04-04 09:47:30,121.744,24.2,3.4,15,花蓮縣政府北北東方  26.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 09:43:54,121.771,24.306,3.4,15.5,花蓮縣政府北北東方  38.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 09:32:02,121.696,24.2275,3.9,27.7,花蓮縣政府北北東方  27.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-04-04 09:31:39,121.822,24.1832,4.3,22.1,花蓮縣政府東北方  29.6  公里 (位於臺灣東部海域)(臺灣東部海域)
116   ,2024-04-04 09:29:08,121.54,23.8217,4.8,7.5,花蓮縣政府南南西方  20.5  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024-04-04 09:14:32,121.625,24.0653,4.3,14.7,花蓮縣政府北方  8.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 08:53:46,121.701,24.2217,3.5,16.4,花蓮縣政府北北東方  26.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 08:43:07,121.497,23.8135,3.3,11,花蓮縣政府西南方  23.3  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
115   ,2024-04-04 08:32:40,121.691,24.225,4.2,16.1,花蓮縣政府北北東方  26.9  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-04-04 08:30:46,121.733,24.2097,3.5,13.6,花蓮縣政府北北東方  26.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 08:28:22,121.718,24.2213,3.5,11.9,花蓮縣政府北北東方  27.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 08:27:25,121.742,24.1958,3.3,15,花蓮縣政府北北東方  25.8  公里 (位於花蓮縣近海)(花蓮縣近海)
114   ,2024-04-04 08:18:09,121.688,24.2253,4.3,16.6,花蓮縣政府北北東方  26.9  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-04-04 07:56:21,121.641,24.1982,3.4,16.2,花蓮縣政府北方  23.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-04-04 07:50:44,121.76,24.2145,3.2,6.4,花蓮縣政府北北東方  28.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 07:48:12,121.839,24.1502,3.9,21.7,花蓮縣政府東北方  28.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 07:47:47,121.782,24.2503,3.6,21.1,花蓮縣政府北北東方  33.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 07:47:14,121.745,24.2267,3.4,9.5,花蓮縣政府北北東方  29.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 07:43:51,121.786,24.2537,4.1,22.8,花蓮縣政府北北東方  33.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 07:23:15,121.668,24.182,3.7,16.5,花蓮縣政府北北東方  21.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 07:09:19,121.782,24.255,3.5,14.1,花蓮縣政府北北東方  33.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 06:53:41,121.785,24.22,3.3,5.4,花蓮縣政府東北方  30.4  公里 (位於臺灣東部海域)(臺灣東部海域)
113   ,2024-04-04 06:48:12,121.681,24.0707,4.8,37.4,花蓮縣政府東北方  10.8  公里 (位於花蓮縣近海)(花蓮縣近海)
112   ,2024-04-04 06:46:35,121.685,23.9872,4.8,36.9,花蓮縣政府東方  6.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 06:36:58,121.576,23.8358,3.5,26,花蓮縣政府南南西方  17.8  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024-04-04 06:32:51,121.708,24.116,3.9,14.5,花蓮縣政府東北方  16.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 06:26:21,121.81,24.1828,3.6,20.4,花蓮縣政府東北方  28.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 06:19:37,121.599,23.8467,4.2,34,花蓮縣政府南方  16.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 06:15:57,121.73,24.0178,3.7,24.5,花蓮縣政府東北東方  11.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 06:10:27,121.708,24.1095,3.9,32.1,花蓮縣政府東北方  15.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 05:56:49,121.667,24.1817,3.7,16.7,花蓮縣政府北北東方  21.6  公里 (位於花蓮縣近海)(花蓮縣近海)
111   ,2024-04-04 05:56:13,121.681,24.1968,4.8,7.9,花蓮縣政府北北東方  23.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 05:52:48,121.804,24.3125,3.1,4,花蓮縣政府北北東方  40.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 05:49:33,121.674,24.1687,3.8,30.5,花蓮縣政府北北東方  20.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 05:36:36,121.658,24.179,3.7,15.7,花蓮縣政府北北東方  21.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 05:36:06,121.534,23.7232,3.3,6.1,花蓮縣政府南南西方  30.9  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2024-04-04 05:26:25,121.744,23.9787,3.8,26.3,花蓮縣政府東方  12.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 05:20:47,121.859,24.5222,3.5,10.5,宜蘭縣政府南南東方  25.1  公里 (位於宜蘭縣近海)(宜蘭縣近海)
110   ,2024-04-04 05:19:16,121.779,24.1578,4,16.6,花蓮縣政府東北方  24.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 05:12:54,121.631,24.0078,3.6,29.2,花蓮縣政府北北東方  2.2  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2024-04-04 04:58:19,121.63,23.9285,3.5,32,花蓮縣政府南方  7.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 04:51:00,121.781,24.0965,3.6,25.8,花蓮縣政府東北東方  20.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 04:47:35,121.715,24.2187,3.7,15.1,花蓮縣政府北北東方  27.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 04:30:22,121.666,24.1735,3.8,15.3,花蓮縣政府北北東方  20.8  公里 (位於花蓮縣近海)(花蓮縣近海)
109   ,2024-04-04 04:29:19,121.823,24.2567,4.7,9,花蓮縣政府東北方  36.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 04:28:44,121.655,24.1873,3.8,13.6,花蓮縣政府北方  22.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 04:28:26,121.653,24.1967,3.7,14.9,花蓮縣政府北方  23.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
108   ,2024-04-04 04:26:57,121.69,24.2463,4.3,23.6,花蓮縣政府北北東方  29.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-04-04 04:25:59,121.834,24.1755,3.9,5,花蓮縣政府東北方  29.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 04:16:44,121.826,24.1548,4,21,花蓮縣政府東北方  27.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 04:10:20,121.847,24.1505,3.9,21.8,花蓮縣政府東北方  29.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 04:04:06,121.757,24.2553,3.5,12.7,花蓮縣政府北北東方  32.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 04:03:33,121.889,23.7787,4,8.7,花蓮縣政府東南方  36.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 04:01:55,121.701,24.0457,3.7,29.1,花蓮縣政府東北方  10.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 03:54:13,121.667,24.1482,3.9,5,花蓮縣政府北北東方  18.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 03:49:02,121.612,23.962,3.5,22,花蓮縣政府南南西方  3.3  公里 (位於花蓮縣近海)(花蓮縣近海)
107   ,2024-04-04 03:46:52,121.766,23.816,4.9,6,花蓮縣政府東南方  24.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 03:35:44,121.627,24.0123,4.2,41.2,花蓮縣政府北北東方  2.5  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2024-04-04 03:35:20,121.635,23.9608,4.1,29.5,花蓮縣政府南南東方  3.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 03:33:15,121.621,23.954,3.9,23.9,花蓮縣政府南方  4.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 03:27:44,121.715,24.1332,3.6,16.7,花蓮縣政府東北方  18.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 03:19:58,121.693,24.106,3.7,16.9,花蓮縣政府北北東方  14.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 03:15:11,121.727,24.2647,3.6,13.1,花蓮縣政府北北東方  32.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
106   ,2024-04-04 03:07:25,121.74,23.9127,4.5,26.9,花蓮縣政府東南東方  15.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 03:04:09,121.751,24.2382,3.4,11.5,花蓮縣政府北北東方  30.4  公里 (位於花蓮縣近海)(花蓮縣近海)
105   ,2024-04-04 02:55:58,121.674,24.169,4.1,17.1,花蓮縣政府北北東方  20.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 02:52:25,121.633,24.0423,3.6,13.9,花蓮縣政府北北東方  5.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 02:45:45,121.521,23.8605,3.8,8.7,花蓮縣政府西南方  17.6  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024-04-04 02:38:31,121.761,24.2525,3.5,13.7,花蓮縣政府北北東方  32.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 02:35:30,121.66,24.0725,3.7,8,花蓮縣政府北北東方  9.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 02:32:21,121.771,23.8165,4.2,16.4,花蓮縣政府東南方  24.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 02:31:00,121.675,24.173,4,18.4,花蓮縣政府北北東方  20.9  公里 (位於花蓮縣近海)(花蓮縣近海)
104   ,2024-04-04 02:30:45,121.683,24.1767,4.3,18,花蓮縣政府北北東方  21.5  公里 (位於花蓮縣近海)(花蓮縣近海)
103   ,2024-04-04 02:29:47,121.788,23.7963,5.4,5.8,花蓮縣政府東南方  27.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 02:04:05,121.613,24.0867,3.4,13.1,花蓮縣政府北方  10.6  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2024-04-04 01:44:58,121.655,23.8968,3.6,36.8,花蓮縣政府南南東方  11.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 01:40:10,121.571,24.039,3.2,8.9,花蓮縣政府西北方  7.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
102   ,2024-04-04 01:39:12,121.627,23.931,4.7,17.6,花蓮縣政府南方  6.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 01:30:30,121.77,24.2267,3.2,14.3,花蓮縣政府北北東方  30.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 01:20:12,121.813,24.0537,4,23,花蓮縣政府東北東方  20.8  公里 (位於臺灣東部海域)(臺灣東部海域)
101   ,2024-04-04 01:18:59,121.769,24.082,4.7,12.8,花蓮縣政府東北東方  18.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 01:12:54,121.761,24.2518,3.7,14.1,花蓮縣政府北北東方  32.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 01:02:33,121.679,24.1808,3.8,17.3,花蓮縣政府北北東方  21.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 00:52:03,121.682,24.136,3.9,18.4,花蓮縣政府北北東方  17.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 00:33:11,121.668,24.003,3.7,35.4,花蓮縣政府東北東方  5.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 00:26:00,121.746,24.2408,3.3,12,花蓮縣政府北北東方  30.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 00:18:50,121.68,24.1503,3.1,16.1,花蓮縣政府北北東方  18.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 00:17:33,121.611,24.0885,3.1,12.8,花蓮縣政府北方  10.8  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2024-04-04 00:12:50,121.787,23.7845,4.1,13.2,花蓮縣政府東南方  28.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-04 00:07:25,121.685,24.1735,3,19,花蓮縣政府北北東方  21.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-04 00:06:09,121.555,23.8428,3.8,6.4,花蓮縣政府南南西方  17.7  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
100   ,2024-04-03 23:55:12,121.739,24.2115,5.1,10,花蓮縣政府北北東方  27.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 23:54:39,121.674,24.1688,4.6,17.1,花蓮縣政府北北東方  20.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 23:54:24,121.668,24.1893,3.5,15.6,花蓮縣政府北北東方  22.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 23:53:50,121.687,24.1697,3.4,16.9,花蓮縣政府北北東方  20.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 23:49:03,121.619,23.9572,3.5,23.9,花蓮縣政府南方  3.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 23:47:45,121.674,24.1747,3.7,18.9,花蓮縣政府北北東方  21.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 23:47:24,121.772,24.041,3.6,23.7,花蓮縣政府東北東方  16.5  公里 (位於臺灣東部海域)(臺灣東部海域)
099   ,2024-04-03 23:42:36,121.683,24.1738,5,17.1,花蓮縣政府北北東方  21.2  公里 (位於花蓮縣近海)(花蓮縣近海)
098   ,2024-04-03 23:39:10,121.688,24.1555,5.1,17.2,花蓮縣政府北北東方  19.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 23:35:08,121.652,23.8242,3.8,28.9,花蓮縣政府南方  18.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 23:32:48,121.529,23.716,3.3,5,花蓮縣政府南南西方  31.8  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2024-04-03 23:30:01,121.662,23.9168,4.4,30.5,花蓮縣政府南南東方  9.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 23:27:40,121.678,24.1148,3.9,17.5,花蓮縣政府北北東方  14.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 23:25:35,121.652,24.0168,4.4,37.9,花蓮縣政府東北方  4.3  公里 (位於花蓮縣近海)(花蓮縣近海)
097   ,2024-04-03 23:20:04,121.725,24.1615,4.1,9.2,花蓮縣政府北北東方  21.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 23:09:58,121.715,24.268,3,13.7,花蓮縣政府北北東方  32.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-04-03 23:06:39,121.687,24.128,3.6,36.3,花蓮縣政府北北東方  16.6  公里 (位於花蓮縣近海)(花蓮縣近海)
096   ,2024-04-03 23:01:41,121.69,24.238,4.6,22.9,花蓮縣政府北北東方  28.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024-04-03 22:55:00,121.723,24.022,3.4,28.1,花蓮縣政府東北東方  11.0  公里 (位於花蓮縣近海)(花蓮縣近海)
095   ,2024-04-03 22:49:16,121.806,24.1475,4.7,11.6,花蓮縣政府東北方  25.7  公里 (位於臺灣東部海域)(臺灣東部海域)
094   ,2024-04-03 22:38:35,121.644,24.1823,4.5,7.7,花蓮縣政府北方  21.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
